"","original_name","species_list_name"
"3057","Sorbus intermedia","Sorbus intermedia"
"3058","Tilia cordata","Tilia cordata"
"3059","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"3060","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"3061","Acer platanoides","Acer platanoides"
"3062","Fraxinus - Species Unknown","Fraxinus Spp."
"3064","Tilia x europea","Tilia x europea"
"3065","Acer negundo","Acer negundo"
"3066","Tilia x europea","Tilia x europea"
"3067","Platanus x acerifolia","Platanus x acerifolia"
"3068","Acer campestre","Acer campestre"
"3069","Tilia - Species Unknown","Tilia Spp."
"3070","Tilia x europea","Tilia x europea"
"3071","Prunus Snow Goose","Prunus Snow goose"
"3072","Tilia x europea","Tilia x europea"
"3073","Aesculus hippocastanum","Aesculus hippocastanum"
"3074","Nothofagus dombeyi","Nothofagus dombeyi"
"3075","ZZ Tree stump","Dead stump"
"3076","Betula pendula","Betula pendula"
"3077","Acer pseudoplatanus","Acer pseudoplatanus"
"3078","Acer campestre","Acer campestre"
"3079","Catalpa bignonioides","Catalpa bignonioides"
"3080","Prunus - Species Unknown","Prunus Spp."
"3081","Tilia x europea","Tilia x europea"
"3082","Prunus - Species Unknown","Prunus Spp."
"3083","Platanus x acerifolia","Platanus x acerifolia"
"3085","Acer platanoides","Acer platanoides"
"3086","Acer pseudoplatanus","Acer pseudoplatanus"
"3087","Sambucus nigra","Sambucus nigra"
"3088","Acer campestre","Acer campestre"
"3089","Acer pseudoplatanus","Acer pseudoplatanus"
"3090","Aesculus indica","Aesculus indica"
"3091","Magnolia Kobus","Magnolia kobus"
"3092","Tilia x euchlora","Tilia x euchlora"
"3093","Platanus x acerifolia","Platanus x acerifolia"
"3094","Platanus x acerifolia","Platanus x acerifolia"
"3095","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"3096","Sorbus intermedia","Sorbus intermedia"
"3097","Prunus Snow Goose","Prunus Snow goose"
"3098","Malus John Downie","Malus John Downie"
"3099","Populus - Species Unknown","Populus Spp."
"3100","Betula nigra","Betula nigra"
"3101","Platanus x acerifolia","Platanus x acerifolia"
"3102","Sorbus aria","Sorbus aria"
"3104","Acer saccharinum","Acer saccharinum"
"3105","Fraxinus excelsior","Fraxinus excelsior"
"3106","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"3107","Fraxinus excelsior","Fraxinus excelsior"
"3108","Platanus x acerifolia Pyramida","Platanus x acerifolia"
"3109","Prunus avium","Prunus avium"
"3110","Sorbus intermedia","Sorbus intermedia"
"3111","Pinus sylvestris","Pinus sylvestris"
"3112","Crataegus laevigata cv","Crataegus laevigata Spp."
"3113","Malus domestica","Malus domestica"
"3114","Tilia x europea","Tilia x europea"
"3115","Prunus cerasifera","Prunus cerasifera"
"3116","Betula nigra","Betula nigra"
"3117","Fraxinus excelsior","Fraxinus excelsior"
"3118","Tilia x europea","Tilia x europea"
"3119","Fraxinus excelsior","Fraxinus excelsior"
"3120","Acer campestre","Acer campestre"
"3121","Thuja plicata","Thuja plicata"
"3122","Tilia - Species Unknown","Tilia Spp."
"3123","Aesculus hippocastanum","Aesculus hippocastanum"
"3124","Tilia - Species Unknown","Tilia Spp."
"3125","Prunus avium","Prunus avium"
"3126","Acer campestre","Acer campestre"
"3127","Ilex aquifolium","Ilex aquifolium"
"3128","Platanus x acerifolia","Platanus x acerifolia"
"3129","Ailanthus altissima","Ailanthus altissima"
"3130","Prunus x yedoensis","Prunus x yedoensis"
"3131","Pinus nigra","Pinus nigra"
"3132","Malus trilobata","Malus trilobata"
"3134","Acer pseudoplatanus","Acer pseudoplatanus"
"3135","Crataegus monogyna","Crataegus monogyna"
"3136","Acer platanoides","Acer platanoides"
"3137","Crataegus monogyna","Crataegus monogyna"
"3138","Fraxinus excelsior Pendula","Fraxinus excelsior Pendula"
"3139","Malus domestica","Malus domestica"
"3140","Acer platanoides","Acer platanoides"
"3141","Tilia - Species Unknown","Tilia Spp."
"3142","Tilia platyphyllos","Tilia platyphyllos"
"3143","Crataegus monogyna","Crataegus monogyna"
"3144","Taxus baccata","Taxus baccata"
"3145","Prunus padus","Prunus padus"
"3146","Malus - Species Unknown","Malus Spp."
"3147","Prunus padus","Prunus padus"
"3148","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"3149","Fraxinus excelsior","Fraxinus excelsior"
"3150","Aesculus indica","Aesculus indica"
"3151","Fraxinus excelsior","Fraxinus excelsior"
"3152","Tilia x europea","Tilia x europea"
"3153","Fraxinus excelsior","Fraxinus excelsior"
"3154","Castanea sativa","Castanea sativa"
"3155","Fraxinus excelsior","Fraxinus excelsior"
"3156","Pinus sylvestris","Pinus sylvestris"
"3157","Tilia - Species Unknown","Tilia Spp."
"3158","Acer platanoides","Acer platanoides"
"3159","Fraxinus excelsior","Fraxinus excelsior"
"3160","Populus nigra betulifolia","Populus nigra betulifolia"
"3161","Acer pseudoplatanus","Acer pseudoplatanus"
"3162","Taxus baccata","Taxus baccata"
"3163","Prunus padus","Prunus padus"
"3164","Fraxinus excelsior","Fraxinus excelsior"
"3165","Fraxinus excelsior","Fraxinus excelsior"
"3166","Acer campestre","Acer campestre"
"3167","Acer campestre","Acer campestre"
"3168","Tilia - Species Unknown","Tilia Spp."
"3169","Acer pseudoplatanus","Acer pseudoplatanus"
"3170","Sorbus aucuparia","Sorbus aucuparia"
"3172","Salix alba","Salix alba"
"3173","Quercus robur","Quercus robur"
"3174","Aesculus hippocastanum","Aesculus hippocastanum"
"3175","Acer pseudoplatanus","Acer pseudoplatanus"
"3176","Sorbus aucuparia","Sorbus aucuparia"
"3177","Alnus glutinosa","Alnus glutinosa"
"3178","Tilia x europea","Tilia x europea"
"3179","Alnus glutinosa","Alnus glutinosa"
"3180","Fagus sylvatica","Fagus sylvatica"
"3181","Aesculus hippocastanum","Aesculus hippocastanum"
"3182","Tilia - Species Unknown","Tilia Spp."
"3183","Salix caprea","Salix caprea"
"3184","Fagus sylvatica","Fagus sylvatica"
"3185","Platanus x acerifolia","Platanus x acerifolia"
"3186","Platanus x acerifolia","Platanus x acerifolia"
"3187","Fraxinus excelsior","Fraxinus excelsior"
"3188","Pinus sylvestris","Pinus sylvestris"
"3189","Platanus x acerifolia","Platanus x acerifolia"
"3190","Prunus cerasifera","Prunus cerasifera"
"3191","Sorbus aria","Sorbus aria"
"3192","Prunus avium Plena","Prunus avium Plena"
"3193","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"3194","Zelkova - Species Unknown","Zelkova Spp."
"3195","Sorbus aucuparia","Sorbus aucuparia"
"3196","Acer platanoides","Acer platanoides"
"3197","Quercus robur","Quercus robur"
"3198","Pinus sylvestris","Pinus sylvestris"
"3199","Fraxinus excelsior","Fraxinus excelsior"
"3200","Crataegus crus-gallii","Crataegus crus-galli"
"3201","Fraxinus excelsior","Fraxinus excelsior"
"3202","Platanus x acerifolia","Platanus x acerifolia"
"3203","Salix - Species Unknown","Salix Spp."
"3204","Platanus x acerifolia","Platanus x acerifolia"
"3206","Aesculus hippocastanum","Aesculus hippocastanum"
"3207","Acer negundo","Acer negundo"
"3208","Quercus robur","Quercus robur"
"3209","Sorbus aucuparia","Sorbus aucuparia"
"3210","Populus nigra betulifolia","Populus nigra betulifolia"
"3211","Acer pseudoplatanus","Acer pseudoplatanus"
"3212","Populus x canadensis Serotina","Populus x canadensis"
"3213","Tilia x europea","Tilia x europea"
"3214","Acer platanoides","Acer platanoides"
"3215","Acer platanoides","Acer platanoides"
"3217","Acer pseudoplatanus","Acer pseudoplatanus"
"3218","Tilia cordata","Tilia cordata"
"3219","Fraxinus excelsior","Fraxinus excelsior"
"3220","Fraxinus excelsior","Fraxinus excelsior"
"3221","Fraxinus excelsior","Fraxinus excelsior"
"3222","Betula pendula","Betula pendula"
"3223","Tilia x europea","Tilia x europea"
"3224","Alnus incana","Alnus incana"
"3225","Acer platanoides","Acer platanoides"
"3226","Fraxinus excelsior","Fraxinus excelsior"
"3227","Malus baccata","Malus baccata"
"3228","Platanus x acerifolia","Platanus x acerifolia"
"3229","Platanus x acerifolia","Platanus x acerifolia"
"3230","Malus sylvestris","Malus sylvestris"
"3231","Acer platanoides","Acer platanoides"
"3232","Prunus - Species Unknown","Prunus Spp."
"3233","Tilia x europea","Tilia x europea"
"3234","Taxus baccata Fastigiata","Taxus baccata Fastigiata"
"3235","Corylus colurna","Corylus colurna"
"3236","Platanus x acerifolia","Platanus x acerifolia"
"3237","Quercus robur","Quercus robur"
"3238","Sorbus intermedia","Sorbus intermedia"
"3239","Prunus Spire","Prunus Spire"
"3240","Robinia pseudoacacia","Robinia pseudoacacia"
"3241","Prunus dulcis","Prunus dulcis"
"3242","Cedrus deodara","Cedrus deodara"
"3243","Quercus robur","Quercus robur"
"3244","Platanus x acerifolia","Platanus x acerifolia"
"3245","Tilia x europea","Tilia x europea"
"3246","Tilia - Species Unknown","Tilia Spp."
"3247","Fraxinus excelsior","Fraxinus excelsior"
"3248","Picea abies","Picea abies"
"3249","Prunus - Species Unknown","Prunus Spp."
"3250","Acer pseudoplatanus","Acer pseudoplatanus"
"3251","Betula - Species Unknown","Betula Spp."
"3252","Acer saccharinum","Acer saccharinum"
"3253","Acer pseudoplatanus","Acer pseudoplatanus"
"3254","Tilia - Species Unknown","Tilia Spp."
"3255","Acer pseudoplatanus","Acer pseudoplatanus"
"3256","Tilia cordata","Tilia cordata"
"3257","Betula pendula","Betula pendula"
"3258","Castanea sativa","Castanea sativa"
"3259","Tilia - Species Unknown","Tilia Spp."
"3260","Aesculus hippocastanum","Aesculus hippocastanum"
"3261","Fraxinus excelsior","Fraxinus excelsior"
"3262","Tilia - Species Unknown","Tilia Spp."
"3263","Tilia x europea","Tilia x europea"
"3264","Tilia cordata","Tilia cordata"
"3265","Acer platanoides","Acer platanoides"
"3266","Tilia - Species Unknown","Tilia Spp."
"3267","Pinus sylvestris","Pinus sylvestris"
"3268","Betula pendula","Betula pendula"
"3269","Tilia - Species Unknown","Tilia Spp."
"3270","Betula pendula Dalecarlica","Betula pendula Dalecarlica"
"3271","Acer campestre","Acer campestre"
"3272","Cedrus libani","Cedrus libani"
"3273","Prunus avium","Prunus avium"
"3274","Prunus avium Plena","Prunus avium Plena"
"3275","Prunus cerasifera","Prunus cerasifera"
"3276","Pinus sylvestris","Pinus sylvestris"
"3277","Cupressus macrocarpa","Cupressus macrocarpa"
"3278","Taxus baccata","Taxus baccata"
"3279","Liriodendron tulipifera","Liriodendron tulipifera"
"3280","Betula pendula","Betula pendula"
"3281","Quercus robur","Quercus robur"
"3282","Ailanthus altissima","Ailanthus altissima"
"3283","Malus - Species Unknown","Malus Spp."
"3284","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"3285","Betula pendula","Betula pendula"
"3286","Fagus sylvatica","Fagus sylvatica"
"3287","Acer pseudoplatanus Purpureum","Acer pseudoplatanus Atropurpureum"
"3288","Prunus avium","Prunus avium"
"3289","Crataegus monogyna","Crataegus monogyna"
"3290","Prunus avium","Prunus avium"
"3291","Prunus avium","Prunus avium"
"3292","Acer platanoides","Acer platanoides"
"3293","Acer platanoides","Acer platanoides"
"3294","Quercus robur","Quercus robur"
"3295","Crataegus monogyna","Crataegus monogyna"
"3296","Betula pendula","Betula pendula"
"3297","Acer pseudoplatanus Purpureum","Acer pseudoplatanus Atropurpureum"
"3298","Tilia x europea","Tilia x europea"
"3299","Quercus robur","Quercus robur"
"3300","Tilia - Species Unknown","Tilia Spp."
"3301","Fraxinus excelsior","Fraxinus excelsior"
"3302","Platanus x acerifolia","Platanus x acerifolia"
"3303","Alnus glutinosa","Alnus glutinosa"
"3304","Carpinus betulus","Carpinus betulus"
"3305","Acer campestre","Acer campestre"
"3306","Prunus avium","Prunus avium"
"3307","Chamaecyparis lawsoniana Lutea","Chamaecyparis lawsoniana Lutea"
"3308","Fraxinus oxycarpa Raywood","Fraxinus oxycarpa Raywood"
"3309","Malus John Downie","Malus John Downie"
"3310","Fraxinus excelsior","Fraxinus excelsior"
"3311","Acer platanoides","Acer platanoides"
"3312","Carpinus betulus","Carpinus betulus"
"3313","Populus nigra Italica","Populus nigra Italica"
"3314","Tilia x europea","Tilia x europea"
"3315","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"3316","Quercus robur","Quercus robur"
"3317","Betula pendula Dalecarlica","Betula pendula Dalecarlica"
"3318","Acer pseudoplatanus","Acer pseudoplatanus"
"3319","Prunus - Species Unknown","Prunus Spp."
"3320","Crataegus monogyna","Crataegus monogyna"
"3321","Acer saccharinum","Acer saccharinum"
"3322","Crataegus monogyna","Crataegus monogyna"
"3323","Tilia x europea","Tilia x europea"
"3324","Acer pseudoplatanus","Acer pseudoplatanus"
"3325","Fraxinus excelsior","Fraxinus excelsior"
"3326","Prunus - Species Unknown","Prunus Spp."
"3327","Tilia cordata","Tilia cordata"
"3328","Robinia pseudoacacia","Robinia pseudoacacia"
"3329","Prunus - Species Unknown","Prunus Spp."
"3330","Tilia - Species Unknown","Tilia Spp."
"3331","Fraxinus excelsior","Fraxinus excelsior"
"3332","Tilia cordata","Tilia cordata"
"3333","Sorbus Joseph Rock","Sorbus Joseph Rock"
"3334","Betula pendula","Betula pendula"
"3335","Liquidambar styraciflua","Liquidambar styraciflua"
"3336","Aesculus indica","Aesculus indica"
"3337","Robinia - Species Unknown","Robinia Spp."
"3338","Tilia platyphyllos","Tilia platyphyllos"
"3339","Sorbus aria","Sorbus aria"
"3340","Aesculus hippocastanum","Aesculus hippocastanum"
"3341","Salix fragilis","Salix fragilis"
"3342","Tilia - Species Unknown","Tilia Spp."
"3343","Acer platanoides","Acer platanoides"
"3344","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"3345","Malus - Species Unknown","Malus Spp."
"3346","Fraxinus excelsior","Fraxinus excelsior"
"3347","Acer pseudoplatanus","Acer pseudoplatanus"
"3349","Prunus - Species Unknown","Prunus Spp."
"3350","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"3351","Acer pseudoplatanus","Acer pseudoplatanus"
"3352","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"3353","Malus - Species Unknown","Malus Spp."
"3354","Prunus avium","Prunus avium"
"3355","Acer pseudoplatanus","Acer pseudoplatanus"
"3356","Acer pseudoplatanus","Acer pseudoplatanus"
"3357","Alnus cordata","Alnus cordata"
"3358","Carpinus betulus","Carpinus betulus"
"3359","Corylus colurna","Corylus colurna"
"3360","Crataegus - Species Unknown","Crataegus Spp."
"3361","Tilia x europea","Tilia x europea"
"3362","Malus floribunda","Malus floribunda"
"3363","Pinus sylvestris","Pinus sylvestris"
"3364","Acer palmatum","Acer palmatum"
"3365","Acer pseudoplatanus","Acer pseudoplatanus"
"3366","Fraxinus ornus","Fraxinus ornus"
"3367","Fraxinus excelsior","Fraxinus excelsior"
"3368","Tilia x europea","Tilia x europea"
"3369","Fraxinus excelsior","Fraxinus excelsior"
"3370","Crataegus monogyna","Crataegus monogyna"
"3371","Tilia americana","Tilia americana"
"3372","Acer pseudoplatanus","Acer pseudoplatanus"
"3373","Prunus avium","Prunus avium"
"3374","Acer platanoides","Acer platanoides"
"3375","Nothofagus antartica","Nothofagus antarctica"
"3376","Sorbus aucuparia","Sorbus aucuparia"
"3377","Aesculus hippocastanum","Aesculus hippocastanum"
"3378","Amelanchier - Species Unknown","Amelanchier Spp."
"3379","Koelreuteria paniculata","Koelreuteria paniculata"
"3380","Sorbus - Species Unknown","Sorbus Spp."
"3381","Alnus incana","Alnus incana"
"3382","Acer pseudoplatanus","Acer pseudoplatanus"
"3383","Carpinus betulus Fastigiata","Carpinus betulus Fastigiata"
"3384","Acer pseudoplatanus","Acer pseudoplatanus"
"3385","Tilia - Species Unknown","Tilia Spp."
"3386","Fagus sylvatica","Fagus sylvatica"
"3387","Populus x canadensis Robusta","Populus x canadensis"
"3388","Quercus robur","Quercus robur"
"3389","Acer campestre","Acer campestre"
"3390","Tilia - Species Unknown","Tilia Spp."
"3391","Tilia cordata","Tilia cordata"
"3392","Quercus robur","Quercus robur"
"3393","Prunus - Species Unknown","Prunus Spp."
"3394","Fagus sylvatica","Fagus sylvatica"
"3395","Prunus - Species Unknown","Prunus Spp."
"3396","Fagus sylvatica","Fagus sylvatica"
"3397","Sorbus intermedia","Sorbus intermedia"
"3398","Fraxinus excelsior","Fraxinus excelsior"
"3399","Sorbus aucuparia","Sorbus aucuparia"
"3400","Crataegus monogyna","Crataegus monogyna"
"3401","Betula pendula","Betula pendula"
"3402","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"3403","Tilia - Species Unknown","Tilia Spp."
"3404","Tilia - Species Unknown","Tilia Spp."
"3405","Acer rubrum aArmstrongd","Acer rubrum Armstrong"
"3406","Acer platanoides","Acer platanoides"
"3407","Gleditsia triacanthos Sunburst","Gleditsia triacanthos Sunburst"
"3408","Corylus avellana","Corylus avellana"
"3409","Acer pseudoplatanus","Acer pseudoplatanus"
"3410","Tilia - Species Unknown","Tilia Spp."
"3411","Prunus - Species Unknown","Prunus Spp."
"3412","Tilia x europea","Tilia x europea"
"3413","Ulmus 'New Horizon'","Ulmus New Horizon"
"3414","Fagus sylvatica","Fagus sylvatica"
"3415","Platanus x acerifolia","Platanus x acerifolia"
"3416","Fagus sylvatica","Fagus sylvatica"
"3417","Prunus - Species Unknown","Prunus Spp."
"3418","Prunus - Species Unknown","Prunus Spp."
"3419","Malus - Species Unknown","Malus Spp."
"3420","Betula pendula","Betula pendula"
"3421","Tilia cordata","Tilia cordata"
"3422","Acer campestre","Acer campestre"
"3423","Betula pendula","Betula pendula"
"3424","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"3425","Cryptomeria japonica","Cryptomeria japonica"
"3426","Betula pendula","Betula pendula"
"3427","Sorbus intermedia","Sorbus intermedia"
"3428","Betula pendula","Betula pendula"
"3429","Sorbus aucuparia Fastigiata","Sorbus aucuparia Fastigiata"
"3430","Betula pendula","Betula pendula"
"3431","Betula pendula","Betula pendula"
"3432","Tilia - Species Unknown","Tilia Spp."
"3433","Sorbus intermedia","Sorbus intermedia"
"3434","Aesculus hippocastanum","Aesculus hippocastanum"
"3435","Tilia x europea","Tilia x europea"
"3436","Acer platanoides","Acer platanoides"
"3438","Prunus Kanzan","Prunus Kanzan"
"3439","Sorbus intermedia","Sorbus intermedia"
"3440","Juglans regia","Juglans regia"
"3441","Acer platanoides","Acer platanoides"
"3442","Prunus - Species Unknown","Prunus Spp."
"3443","ZZ Tree stump","Dead stump"
"3444","Salix fragilis","Salix fragilis"
"3445","Crataegus laevigata cv","Crataegus laevigata Spp."
"3446","Populus alba","Populus alba"
"3447","Tilia x europea","Tilia x europea"
"3448","Salix fragilis","Salix fragilis"
"3449","Tilia x europea","Tilia x europea"
"3450","Sorbus x thuringiaca Fastigiat","Sorbus x thuringiaca"
"3451","Betula pendula","Betula pendula"
"3452","Sorbus aucuparia","Sorbus aucuparia"
"3453","Ulmus 'New Horizon'","Ulmus New Horizon"
"3454","Acer pseudoplatanus","Acer pseudoplatanus"
"3455","Betula utilis","Betula utilis"
"3456","Sorbus aria","Sorbus aria"
"3457","Platanus x acerifolia","Platanus x acerifolia"
"3458","Acer campestre","Acer campestre"
"3459","Tilia - Species Unknown","Tilia Spp."
"3460","Liriodendron tulipifera","Liriodendron tulipifera"
"3461","Tilia x europea","Tilia x europea"
"3462","Prunus - Species Unknown","Prunus Spp."
"3463","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"3464","Acer platanoides","Acer platanoides"
"3465","Tilia - Species Unknown","Tilia Spp."
"3466","Prunus - Species Unknown","Prunus Spp."
"3467","Tilia x europea","Tilia x europea"
"3468","Betula pendula","Betula pendula"
"3469","Fraxinus excelsior","Fraxinus excelsior"
"3470","Platanus x acerifolia","Platanus x acerifolia"
"3471","Pinus - Unknown Species","Pinus Spp."
"3472","Platanus x acerifolia","Platanus x acerifolia"
"3473","Prunus - Species Unknown","Prunus Spp."
"3474","Malus - Species Unknown","Malus Spp."
"3475","Quercus robur","Quercus robur"
"3476","Castanea sativa","Castanea sativa"
"3477","Crataegus monogyna","Crataegus monogyna"
"3478","Acer pseudoplatanus","Acer pseudoplatanus"
"3479","Prunus avium","Prunus avium"
"3480","Acer platanoides","Acer platanoides"
